date,source,medium,market,device_category,sessions,users,new_users,engaged_sessions,engagement_rate,avg_session_duration,events,conversions,total_revenue,bounce_rate
2024-08-01,direct,(none),US,mobile,2145,1762,1179,1511,0.704,169.0,7776,78,12052.02,0.317
2024-08-01,direct,(none),US,tablet,395,309,221,311,0.789,171.5,1562,12,1672.79,0.213
2024-08-01,newsletter,email,US,desktop,377,332,229,229,0.608,179.2,1254,17,2775.35,0.372
2024-08-01,newsletter,email,US,mobile,728,603,398,383,0.527,226.3,2636,44,7407.51,0.465
2024-08-01,newsletter,email,US,tablet,129,92,65,84,0.654,123.6,463,6,1027.22,0.404
2024-08-01,google,organic,UK,desktop,1047,927,620,663,0.634,188.9,4346,30,4155.31,0.33
2024-08-01,google,organic,UK,mobile,1520,1177,782,927,0.61,210.6,5129,37,4287.72,0.421
2024-08-01,google,organic,UK,tablet,252,205,132,162,0.646,173.8,1190,8,1013.77,0.342
2024-08-01,referral,referral,FR,desktop,393,297,195,216,0.551,179.9,1201,8,811.69,0.501
2024-08-01,referral,referral,FR,mobile,371,297,161,182,0.491,157.3,1276,8,877.14,0.562
2024-08-01,referral,referral,FR,tablet,78,64,39,41,0.528,130.8,298,1,116.84,0.48
2024-08-01,direct,(none),DE,desktop,266,214,152,157,0.59,155.5,1054,6,767.93,0.421
2024-08-01,direct,(none),DE,mobile,305,257,157,188,0.619,214.6,1085,8,990.54,0.407
2024-08-01,direct,(none),DE,tablet,55,44,25,35,0.651,125.6,196,1,126.48,0.402
2024-08-02,google,organic,US,desktop,1930,1772,1040,1172,0.608,155.9,7227,60,7894.88,0.412
2024-08-02,google,organic,US,mobile,2394,1806,1153,1532,0.64,207.3,8060,77,11281.63,0.383
2024-08-02,google,organic,US,tablet,599,490,326,400,0.669,172.8,2155,17,2550.11,0.337
2024-08-02,direct,(none),US,desktop,1369,941,618,943,0.689,220.5,5376,58,8679.35,0.321
2024-08-02,direct,(none),US,mobile,1749,1392,876,1401,0.802,219.7,7159,62,10274.36,0.201
2024-08-02,direct,(none),US,tablet,410,333,219,298,0.728,131.2,1400,17,2875.18,0.26
2024-08-02,newsletter,email,US,desktop,427,314,231,261,0.612,197.6,1644,23,3443.0,0.359
2024-08-02,newsletter,email,US,mobile,761,639,381,429,0.565,225.6,2931,39,5661.4,0.458
2024-08-02,newsletter,email,US,tablet,101,72,50,62,0.622,173.1,353,5,787.53,0.376
2024-08-02,google,organic,UK,desktop,1206,947,592,778,0.645,160.8,4397,31,4089.77,0.357
2024-08-02,google,organic,UK,mobile,1758,1466,1010,1111,0.632,178.0,6901,46,4856.25,0.402
2024-08-02,google,organic,UK,tablet,309,245,175,184,0.597,161.0,1046,9,1021.84,0.378
2024-08-02,referral,referral,FR,desktop,296,222,138,144,0.489,196.4,1019,5,493.02,0.494
2024-08-02,referral,referral,FR,mobile,364,319,170,195,0.538,182.9,1242,7,720.74,0.519
2024-08-02,referral,referral,FR,tablet,70,49,28,39,0.561,176.8,278,1,104.4,0.422
2024-08-02,direct,(none),DE,desktop,204,178,123,133,0.657,202.7,750,4,487.74,0.342
2024-08-02,direct,(none),DE,mobile,333,263,145,212,0.638,178.6,1057,8,894.27,0.378
2024-08-02,direct,(none),DE,tablet,67,56,36,39,0.588,163.1,229,1,117.99,0.385
2024-08-03,google,organic,US,desktop,1159,922,587,710,0.613,202.4,5048,44,5805.09,0.386
2024-08-03,google,organic,US,mobile,2501,1883,1320,1507,0.603,225.5,8855,107,17050.91,0.394
2024-08-03,google,organic,US,tablet,350,282,183,222,0.637,135.2,1228,10,1461.78,0.392
2024-08-03,direct,(none),US,desktop,1023,832,511,744,0.727,201.4,3563,43,6587.44,0.309
2024-08-03,direct,(none),US,mobile,1628,1342,764,1182,0.726,175.8,5925,57,8066.17,0.272
2024-08-03,direct,(none),US,tablet,304,236,150,238,0.784,172.0,1110,12,1659.79,0.226
2024-08-03,newsletter,email,US,desktop,297,237,161,188,0.636,144.4,1193,15,2277.46,0.381
2024-08-03,newsletter,email,US,mobile,606,466,313,358,0.592,194.4,2414,29,4830.59,0.378
2024-08-03,newsletter,email,US,tablet,93,72,42,52,0.565,187.3,359,3,443.99,0.46
2024-08-03,google,organic,UK,desktop,798,666,487,508,0.637,168.8,2986,27,4286.26,0.377
2024-08-03,google,organic,UK,mobile,1258,1042,689,825,0.656,207.2,4819,36,4110.65,0.364
2024-08-03,google,organic,UK,tablet,220,169,101,140,0.641,136.8,838,7,950.03,0.348
2024-08-03,referral,referral,FR,desktop,182,149,107,97,0.534,193.7,779,3,319.52,0.505
2024-08-03,referral,referral,FR,mobile,307,229,160,165,0.539,171.5,1064,5,611.73,0.523
2024-08-03,referral,referral,FR,tablet,74,62,42,37,0.511,174.9,332,1,123.32,0.492
2024-08-03,direct,(none),DE,desktop,109,89,64,65,0.599,213.3,336,2,243.93,0.417
2024-08-03,direct,(none),DE,mobile,294,242,144,178,0.606,196.2,883,7,817.45,0.373
2024-08-03,direct,(none),DE,tablet,48,36,24,29,0.617,209.3,157,1,122.68,0.374
2024-08-04,google,organic,US,desktop,1570,1284,851,1011,0.644,147.1,6136,54,7512.64,0.358
2024-08-04,google,organic,US,mobile,1879,1372,966,1169,0.622,176.3,7846,77,9313.49,0.378
2024-08-04,google,organic,US,tablet,343,253,177,224,0.654,185.2,1152,12,1792.66,0.35
2024-08-04,direct,(none),US,desktop,765,598,401,552,0.722,204.4,2694,28,4464.78,0.268
2024-08-04,direct,(none),US,mobile,1402,1122,779,958,0.683,183.9,4824,51,7360.44,0.303
2024-08-04,direct,(none),US,tablet,267,207,122,193,0.725,180.8,939,11,1838.16,0.29
2024-08-04,newsletter,email,US,desktop,299,225,182,182,0.61,194.0,977,15,2303.78,0.383
2024-08-04,newsletter,email,US,mobile,350,262,178,213,0.609,198.5,1379,16,2476.71,0.4
2024-08-04,newsletter,email,US,tablet,87,69,49,49,0.574,153.5,321,4,635.8,0.47
2024-08-04,google,organic,UK,desktop,715,531,393,382,0.535,238.1,2569,21,2716.89,0.479
2024-08-04,google,organic,UK,mobile,1025,814,593,653,0.638,154.1,4073,32,3978.53,0.385
2024-08-04,google,organic,UK,tablet,182,143,92,99,0.545,165.8,721,5,583.17,0.49
2024-08-04,referral,referral,FR,desktop,179,134,104,93,0.521,203.7,611,3,306.18,0.431
2024-08-04,referral,referral,FR,mobile,311,253,182,170,0.549,239.9,1181,6,588.27,0.429
2024-08-04,referral,referral,FR,tablet,56,44,29,29,0.528,183.3,209,0,0.0,0.408
2024-08-04,direct,(none),DE,desktop,142,123,85,88,0.62,155.8,618,4,447.61,0.365
2024-08-04,direct,(none),DE,mobile,252,219,129,143,0.57,176.1,729,6,788.3,0.381
2024-08-04,direct,(none),DE,tablet,40,31,23,23,0.583,221.0,139,1,122.42,0.412
2024-08-05,google,organic,US,desktop,1623,1319,839,1018,0.628,219.8,6333,60,8136.85,0.367
2024-08-05,google,organic,US,mobile,2734,2224,1543,1774,0.649,158.6,10885,96,11890.81,0.291
2024-08-05,google,organic,US,tablet,530,406,277,331,0.625,183.6,1886,21,3163.51,0.416
2024-08-05,direct,(none),US,desktop,1259,1048,696,973,0.773,178.0,4007,42,7378.86,0.236
2024-08-05,direct,(none),US,mobile,2101,1805,1033,1485,0.707,173.6,8350,82,11488.44,0.265
2024-08-05,direct,(none),US,tablet,408,314,198,303,0.743,161.1,1252,14,2160.14,0.267
2024-08-05,newsletter,email,US,desktop,420,343,197,224,0.535,240.9,1745,21,3182.67,0.456
2024-08-05,newsletter,email,US,mobile,676,576,392,402,0.595,175.5,2699,33,5298.6,0.381
2024-08-05,newsletter,email,US,tablet,121,91,59,70,0.583,115.1,437,5,831.91,0.439
2024-08-05,google,organic,UK,desktop,953,783,541,584,0.613,221.4,3270,32,4085.05,0.361
2024-08-05,google,organic,UK,mobile,1511,1142,801,861,0.57,217.5,5067,49,6382.35,0.439
2024-08-05,google,organic,UK,tablet,266,216,144,152,0.575,154.0,930,7,1001.2,0.425
2024-08-05,referral,referral,FR,desktop,260,202,127,140,0.542,151.0,883,5,558.16,0.452
2024-08-05,referral,referral,FR,mobile,451,359,232,254,0.564,192.0,1406,8,773.99,0.458
2024-08-05,referral,referral,FR,tablet,89,69,45,43,0.492,206.3,352,1,123.08,0.458
2024-08-05,direct,(none),DE,desktop,238,204,118,141,0.595,170.2,955,4,549.73,0.401
2024-08-05,direct,(none),DE,mobile,375,299,205,198,0.53,169.6,1505,9,938.58,0.472
2024-08-05,direct,(none),DE,tablet,55,42,24,34,0.619,210.1,246,1,127.37,0.407
2024-08-06,google,organic,US,desktop,1669,1273,767,1056,0.633,185.5,7015,64,7802.07,0.344
2024-08-06,google,organic,US,mobile,3260,2512,1650,1938,0.595,211.1,9754,95,14418.07,0.468
2024-08-06,google,organic,US,tablet,494,394,278,325,0.659,169.9,1739,14,1996.53,0.338
2024-08-06,direct,(none),US,desktop,1190,904,553,883,0.742,203.8,4258,47,6787.49,0.277
2024-08-06,direct,(none),US,mobile,1981,1613,1095,1404,0.709,148.5,6599,92,13432.14,0.282
2024-08-06,direct,(none),US,tablet,310,232,143,242,0.781,197.8,1086,14,2143.56,0.243
2024-08-06,newsletter,email,US,desktop,545,458,304,327,0.6,180.4,1646,24,3547.67,0.378
2024-08-06,newsletter,email,US,mobile,822,694,474,496,0.604,128.9,3262,43,5647.24,0.421
2024-08-06,newsletter,email,US,tablet,102,73,53,56,0.551,160.7,414,4,630.78,0.442
2024-08-06,google,organic,UK,desktop,1047,828,551,632,0.604,189.5,3995,37,4663.29,0.39
2024-08-06,google,organic,UK,mobile,1624,1361,819,1012,0.623,112.3,5845,53,6489.75,0.382
2024-08-06,google,organic,UK,tablet,268,205,145,157,0.588,187.9,1022,7,921.33,0.382
2024-08-06,referral,referral,FR,desktop,305,227,145,165,0.543,210.0,1144,6,689.29,0.477
2024-08-06,referral,referral,FR,mobile,433,364,233,217,0.502,174.2,1674,7,715.48,0.449
2024-08-06,referral,referral,FR,tablet,89,77,49,50,0.565,193.6,380,1,108.07,0.424
2024-08-06,direct,(none),DE,desktop,217,195,129,124,0.574,148.8,903,4,505.48,0.402
2024-08-06,direct,(none),DE,mobile,287,236,147,175,0.613,193.5,1119,6,759.52,0.359
2024-08-06,direct,(none),DE,tablet,43,35,23,25,0.582,140.3,126,1,135.83,0.414
2024-08-07,google,organic,US,desktop,1718,1372,1063,1158,0.674,154.8,6374,62,7946.48,0.345
2024-08-07,google,organic,US,mobile,2545,1882,1249,1647,0.647,180.0,8696,83,12669.0,0.365
2024-08-07,google,organic,US,tablet,454,327,200,297,0.655,162.9,1560,14,1948.6,0.367
2024-08-07,direct,(none),US,desktop,1257,1008,653,882,0.702,204.1,4996,63,10241.97,0.286
2024-08-07,direct,(none),US,mobile,1761,1475,910,1319,0.749,159.5,6743,66,10868.26,0.226
2024-08-07,direct,(none),US,tablet,371,293,194,261,0.706,168.7,1393,14,1995.01,0.286
2024-08-07,newsletter,email,US,desktop,410,311,220,233,0.57,173.9,1315,23,4394.53,0.403
2024-08-07,newsletter,email,US,mobile,777,618,460,458,0.59,182.7,2156,34,5448.93,0.417
2024-08-07,newsletter,email,US,tablet,105,80,55,56,0.54,183.6,436,5,821.47,0.386
2024-08-07,google,organic,UK,desktop,906,799,502,597,0.659,163.5,3259,28,3669.32,0.351
2024-08-07,google,organic,UK,mobile,1425,1075,659,859,0.603,173.8,5819,43,5806.71,0.401
2024-08-07,google,organic,UK,tablet,248,198,132,159,0.644,151.1,730,7,935.76,0.351
2024-08-07,referral,referral,FR,desktop,288,240,152,156,0.542,182.1,935,5,547.2,0.518
2024-08-07,referral,referral,FR,mobile,435,351,248,229,0.527,217.1,1893,8,842.02,0.535
2024-08-07,referral,referral,FR,tablet,89,71,52,52,0.586,170.9,337,1,110.25,0.368
2024-08-07,direct,(none),DE,desktop,191,142,97,107,0.564,185.2,836,5,511.8,0.391
2024-08-07,direct,(none),DE,mobile,307,231,132,184,0.6,199.0,1244,7,821.73,0.412
2024-08-07,direct,(none),DE,tablet,60,49,33,35,0.589,129.9,255,1,123.43,0.348
2024-08-08,google,organic,US,desktop,1795,1443,963,1342,0.748,163.0,7186,66,8738.35,0.268
2024-08-08,google,organic,US,mobile,2768,2311,1764,1812,0.655,172.4,11318,110,14311.83,0.333
2024-08-08,google,organic,US,tablet,555,441,268,370,0.668,198.1,1984,19,2537.31,0.303
2024-08-08,direct,(none),US,desktop,1183,949,552,833,0.705,182.4,4900,48,6698.44,0.29
2024-08-08,direct,(none),US,mobile,1842,1514,972,1146,0.622,279.7,6912,78,10599.15,0.333
2024-08-08,direct,(none),US,tablet,355,288,200,258,0.729,148.0,984,14,2077.3,0.244
2024-08-08,newsletter,email,US,desktop,474,349,241,255,0.539,183.6,1917,21,3814.25,0.532
2024-08-08,newsletter,email,US,mobile,697,572,409,415,0.596,191.8,2443,27,3839.58,0.481
2024-08-08,newsletter,email,US,tablet,128,101,73,71,0.558,195.7,477,6,934.16,0.408
2024-08-08,google,organic,UK,desktop,907,697,459,518,0.572,146.3,3401,26,3431.44,0.427
2024-08-08,google,organic,UK,mobile,2059,1657,1060,1283,0.623,207.5,7580,65,8717.73,0.368
2024-08-08,google,organic,UK,tablet,291,251,168,171,0.589,171.4,849,8,1149.16,0.367
2024-08-08,referral,referral,FR,desktop,292,245,175,170,0.585,129.6,1134,4,404.86,0.442
2024-08-08,referral,referral,FR,mobile,460,381,232,271,0.591,198.6,1853,8,962.47,0.399
2024-08-08,referral,referral,FR,tablet,76,62,42,40,0.527,235.5,332,1,113.79,0.486
2024-08-08,direct,(none),DE,desktop,175,140,93,101,0.583,171.6,493,3,386.55,0.475
2024-08-08,direct,(none),DE,mobile,300,242,173,175,0.584,198.3,1106,8,861.51,0.379
2024-08-08,direct,(none),DE,tablet,63,50,32,38,0.617,154.9,201,1,116.27,0.374
2024-08-09,google,organic,US,desktop,2072,1721,1184,1361,0.657,168.3,7011,63,8329.96,0.342
2024-08-09,google,organic,US,mobile,2434,1963,1275,1550,0.637,211.4,6789,81,9205.87,0.37
2024-08-09,google,organic,US,tablet,560,417,248,333,0.595,181.7,2001,19,2581.7,0.374
2024-08-09,direct,(none),US,desktop,1430,1159,692,993,0.695,156.5,6034,64,9819.62,0.347
2024-08-09,direct,(none),US,mobile,2323,1836,1171,1642,0.707,154.3,10085,87,14421.73,0.309
2024-08-09,direct,(none),US,tablet,346,301,173,248,0.717,166.8,1403,15,2003.72,0.311
2024-08-09,newsletter,email,US,desktop,456,345,221,247,0.542,175.4,1712,21,3238.92,0.399
2024-08-09,newsletter,email,US,mobile,705,509,336,372,0.528,181.4,2606,35,5986.3,0.512
2024-08-09,newsletter,email,US,tablet,99,78,59,57,0.583,157.6,363,4,579.77,0.446
2024-08-09,google,organic,UK,desktop,1077,804,526,648,0.602,136.8,3421,28,3622.99,0.383
2024-08-09,google,organic,UK,mobile,1400,1098,768,883,0.631,207.1,5061,48,6413.76,0.355
2024-08-09,google,organic,UK,tablet,291,218,140,184,0.633,196.5,1032,11,1410.3,0.317
2024-08-09,referral,referral,FR,desktop,329,271,182,176,0.537,190.6,1414,6,582.38,0.335
2024-08-09,referral,referral,FR,mobile,473,359,235,249,0.528,156.2,1616,8,934.65,0.494
2024-08-09,referral,referral,FR,tablet,70,52,35,40,0.579,208.0,233,1,94.37,0.414
2024-08-09,direct,(none),DE,desktop,228,163,125,145,0.64,197.5,762,5,637.94,0.328
2024-08-09,direct,(none),DE,mobile,331,276,160,201,0.61,132.6,1109,7,874.51,0.368
2024-08-09,direct,(none),DE,tablet,62,47,29,39,0.638,148.9,246,1,114.47,0.327
2024-08-10,google,organic,US,desktop,1164,896,584,779,0.67,171.9,4206,40,5813.6,0.347
2024-08-10,google,organic,US,mobile,1768,1394,1010,1073,0.607,182.0,6429,58,9153.37,0.394
2024-08-10,google,organic,US,tablet,455,364,249,287,0.631,164.7,1752,16,2347.16,0.38
2024-08-10,direct,(none),US,desktop,793,608,428,515,0.649,187.9,2901,36,5765.98,0.332
2024-08-10,direct,(none),US,mobile,1358,1058,730,865,0.637,184.2,4580,58,9237.76,0.315
2024-08-10,direct,(none),US,tablet,262,211,140,187,0.716,147.0,865,9,1456.83,0.282
2024-08-10,newsletter,email,US,desktop,321,234,154,192,0.598,130.3,1124,12,1855.44,0.373
2024-08-10,newsletter,email,US,mobile,532,429,312,307,0.578,189.1,1858,22,3755.07,0.463
2024-08-10,newsletter,email,US,tablet,100,80,48,61,0.613,195.6,444,4,684.16,0.404
2024-08-10,google,organic,UK,desktop,724,618,421,427,0.591,176.8,2424,20,2746.4,0.441
2024-08-10,google,organic,UK,mobile,1219,938,637,783,0.642,126.8,4562,35,4897.15,0.369
2024-08-10,google,organic,UK,tablet,228,178,117,148,0.649,178.2,858,5,646.44,0.294
2024-08-10,referral,referral,FR,desktop,202,162,113,105,0.523,190.1,857,3,289.16,0.489
2024-08-10,referral,referral,FR,mobile,290,222,157,174,0.602,153.0,993,5,525.9,0.46
2024-08-10,referral,referral,FR,tablet,57,44,32,32,0.566,206.6,191,1,100.85,0.462
2024-08-10,direct,(none),DE,desktop,185,143,91,109,0.59,138.2,638,4,446.38,0.413
2024-08-10,direct,(none),DE,mobile,214,169,106,120,0.563,201.3,858,4,471.7,0.438
2024-08-10,direct,(none),DE,tablet,36,26,18,20,0.568,214.0,115,0,0.0,0.426
2024-08-11,google,organic,US,desktop,1431,1073,741,955,0.668,270.6,4724,46,6860.36,0.327
2024-08-11,google,organic,US,mobile,1737,1456,940,1078,0.621,199.6,6668,58,7885.95,0.351
2024-08-11,google,organic,US,tablet,363,285,176,220,0.608,190.6,1274,10,1265.23,0.384
2024-08-11,direct,(none),US,desktop,799,631,403,532,0.667,156.4,3306,37,6000.16,0.346
2024-08-11,direct,(none),US,mobile,1427,1077,712,969,0.68,150.2,5474,65,9918.76,0.363
2024-08-11,direct,(none),US,tablet,240,184,110,181,0.757,183.5,948,7,1106.24,0.233
2024-08-11,newsletter,email,US,desktop,233,185,132,150,0.646,186.5,800,10,1723.28,0.326
2024-08-11,newsletter,email,US,mobile,474,384,257,253,0.535,170.4,1498,21,3606.53,0.511
2024-08-11,newsletter,email,US,tablet,82,63,46,46,0.563,149.3,324,4,612.22,0.44
2024-08-11,google,organic,UK,desktop,690,557,381,416,0.604,194.2,2557,19,2421.41,0.393
2024-08-11,google,organic,UK,mobile,851,659,437,491,0.578,163.3,3899,22,2772.18,0.394
2024-08-11,google,organic,UK,tablet,184,141,91,109,0.598,208.5,686,4,554.98,0.371
2024-08-11,referral,referral,FR,desktop,152,121,92,75,0.5,144.1,604,2,230.77,0.467
2024-08-11,referral,referral,FR,mobile,299,260,155,172,0.578,198.4,941,6,663.84,0.425
2024-08-11,referral,referral,FR,tablet,55,43,28,30,0.557,200.1,172,1,99.83,0.47
2024-08-11,direct,(none),DE,desktop,141,105,72,80,0.572,208.9,484,2,269.45,0.435
2024-08-11,direct,(none),DE,mobile,243,186,104,158,0.65,179.8,943,6,700.68,0.356
2024-08-11,direct,(none),DE,tablet,47,37,26,25,0.54,210.3,147,1,123.75,0.456
2024-08-12,google,organic,US,desktop,1780,1406,867,1145,0.643,239.6,7443,56,8007.89,0.359
2024-08-12,google,organic,US,mobile,2784,2115,1445,1886,0.677,157.5,12315,112,16367.62,0.291
2024-08-12,google,organic,US,tablet,539,437,300,378,0.702,175.2,2402,19,2598.19,0.356
2024-08-12,direct,(none),US,desktop,1387,1084,720,1030,0.743,175.9,5200,53,7107.49,0.259
2024-08-12,direct,(none),US,mobile,2016,1655,1041,1354,0.672,153.9,8246,79,11811.94,0.32
2024-08-12,direct,(none),US,tablet,333,257,157,256,0.77,198.4,1385,16,2013.78,0.236
2024-08-12,newsletter,email,US,desktop,402,339,210,220,0.549,141.3,1442,21,3428.86,0.407
2024-08-12,newsletter,email,US,mobile,855,706,494,527,0.617,135.7,2875,44,6583.39,0.374
2024-08-12,newsletter,email,US,tablet,122,91,58,73,0.607,199.7,501,6,991.17,0.404
2024-08-12,google,organic,UK,desktop,1040,805,487,622,0.599,171.2,3595,32,4227.19,0.411
2024-08-12,google,organic,UK,mobile,1653,1401,924,1076,0.651,193.9,6806,57,7751.84,0.352
2024-08-12,google,organic,UK,tablet,291,227,143,188,0.648,154.0,1250,8,1278.12,0.333
2024-08-12,referral,referral,FR,desktop,297,233,144,172,0.579,150.2,1024,6,699.33,0.374
2024-08-12,referral,referral,FR,mobile,484,389,237,255,0.528,125.1,2098,10,986.56,0.502
2024-08-12,referral,referral,FR,tablet,76,63,39,41,0.54,172.2,262,1,117.91,0.464
2024-08-12,direct,(none),DE,desktop,242,177,105,148,0.614,199.9,920,4,439.21,0.399
2024-08-12,direct,(none),DE,mobile,438,371,275,267,0.61,189.0,1453,11,1312.27,0.411
2024-08-12,direct,(none),DE,tablet,62,50,32,37,0.607,207.0,200,1,124.09,0.439
2024-08-13,google,organic,US,desktop,2170,1629,1040,1306,0.602,165.1,8930,75,10185.95,0.415
2024-08-13,google,organic,US,mobile,2564,2214,1462,1633,0.637,195.8,10377,104,14315.43,0.395
2024-08-13,google,organic,US,tablet,521,404,250,320,0.614,160.0,2142,19,2395.87,0.332
2024-08-13,direct,(none),US,desktop,1094,841,541,833,0.762,165.2,4728,38,5725.72,0.253
2024-08-13,direct,(none),US,mobile,2185,1718,1224,1637,0.749,161.6,8339,98,14448.08,0.285
2024-08-13,direct,(none),US,tablet,324,261,155,234,0.724,151.2,1163,11,1814.09,0.284
2024-08-13,newsletter,email,US,desktop,489,384,276,284,0.581,183.1,2191,22,3865.65,0.435
2024-08-13,newsletter,email,US,mobile,633,473,286,387,0.613,226.8,2363,30,5098.16,0.389
2024-08-13,newsletter,email,US,tablet,140,113,75,78,0.56,154.5,354,7,1106.86,0.426
2024-08-13,google,organic,UK,desktop,773,598,370,460,0.595,189.0,2895,20,2330.05,0.363
2024-08-13,google,organic,UK,mobile,1932,1660,1020,1079,0.559,183.5,7181,59,8124.91,0.457
2024-08-13,google,organic,UK,tablet,249,202,142,148,0.598,188.1,870,8,929.61,0.44
2024-08-13,referral,referral,FR,desktop,230,200,119,127,0.555,136.0,736,5,595.24,0.453
2024-08-13,referral,referral,FR,mobile,493,415,258,252,0.512,179.6,1718,10,1148.23,0.462
2024-08-13,referral,referral,FR,tablet,89,73,50,47,0.539,201.1,346,1,124.76,0.473
2024-08-13,direct,(none),DE,desktop,200,151,108,122,0.611,225.1,589,5,587.47,0.378
2024-08-13,direct,(none),DE,mobile,308,257,177,174,0.566,184.5,1220,7,914.45,0.424
2024-08-13,direct,(none),DE,tablet,45,36,24,27,0.609,209.9,133,1,111.14,0.353
2024-08-14,google,organic,US,desktop,1789,1481,1000,1122,0.628,176.1,7234,66,8831.39,0.354
2024-08-14,google,organic,US,mobile,2252,1762,1001,1615,0.717,156.9,9256,93,13245.2,0.281
2024-08-14,google,organic,US,tablet,433,337,250,286,0.661,180.8,1812,16,2213.5,0.344
2024-08-14,direct,(none),US,desktop,1147,891,578,848,0.74,146.3,4276,46,6616.11,0.252
2024-08-14,direct,(none),US,mobile,1432,1102,663,1016,0.71,118.4,5399,65,9980.46,0.302
2024-08-14,direct,(none),US,tablet,338,249,164,251,0.744,144.2,1192,13,2474.65,0.26
2024-08-14,newsletter,email,US,desktop,334,238,166,217,0.652,172.4,1193,16,2396.51,0.277
2024-08-14,newsletter,email,US,mobile,765,593,424,426,0.558,183.3,3072,40,6519.29,0.449
2024-08-14,newsletter,email,US,tablet,132,108,63,71,0.543,123.1,525,6,1022.99,0.472
2024-08-14,google,organic,UK,desktop,889,706,449,534,0.601,204.7,4115,29,3761.87,0.439
2024-08-14,google,organic,UK,mobile,1914,1424,1031,1232,0.644,212.1,7657,56,8463.94,0.366
2024-08-14,google,organic,UK,tablet,273,223,158,170,0.623,190.6,1019,7,850.17,0.335
2024-08-14,referral,referral,FR,desktop,341,269,128,191,0.561,190.1,1026,6,613.73,0.413
2024-08-14,referral,referral,FR,mobile,519,412,262,301,0.581,193.4,1585,9,1015.5,0.388
2024-08-14,referral,referral,FR,tablet,102,82,50,52,0.519,205.0,352,2,199.73,0.484
2024-08-14,direct,(none),DE,desktop,200,157,97,126,0.631,166.7,729,4,541.91,0.396
2024-08-14,direct,(none),DE,mobile,372,274,171,236,0.636,148.4,1387,8,885.9,0.413
2024-08-14,direct,(none),DE,tablet,67,56,39,39,0.596,161.3,237,1,137.05,0.361
2024-08-15,google,organic,US,desktop,1686,1287,921,1197,0.71,188.3,6482,59,8549.09,0.308
2024-08-15,google,organic,US,mobile,2983,2445,1713,1766,0.592,180.1,11373,108,14913.3,0.413
2024-08-15,google,organic,US,tablet,471,343,244,288,0.613,175.7,1612,19,2643.05,0.377
2024-08-15,direct,(none),US,desktop,1377,1220,831,972,0.706,198.8,4293,58,10424.05,0.297
2024-08-15,direct,(none),US,mobile,2012,1611,1029,1471,0.731,200.9,7197,63,10128.74,0.315
2024-08-15,direct,(none),US,tablet,344,254,176,269,0.783,194.3,1492,15,2456.47,0.208
2024-08-15,newsletter,email,US,desktop,448,357,234,256,0.573,186.1,1442,23,3421.59,0.419
2024-08-15,newsletter,email,US,mobile,708,540,300,402,0.569,141.4,2806,30,5370.3,0.431
2024-08-15,newsletter,email,US,tablet,124,89,59,71,0.578,144.9,462,5,786.13,0.423
2024-08-15,google,organic,UK,desktop,954,772,505,605,0.635,165.7,3153,26,3770.09,0.393
2024-08-15,google,organic,UK,mobile,1820,1549,984,1145,0.629,182.0,7178,53,6941.25,0.373
2024-08-15,google,organic,UK,tablet,307,253,168,191,0.624,186.1,1322,7,839.41,0.396
2024-08-15,referral,referral,FR,desktop,298,241,167,165,0.556,164.9,1171,5,530.31,0.469
2024-08-15,referral,referral,FR,mobile,489,395,296,286,0.586,207.1,2273,9,953.19,0.442
2024-08-15,referral,referral,FR,tablet,80,64,38,45,0.567,140.3,293,1,106.16,0.372
2024-08-15,direct,(none),DE,desktop,170,130,89,103,0.609,179.6,573,4,410.92,0.316
2024-08-15,direct,(none),DE,mobile,330,256,182,199,0.605,224.6,1154,8,940.63,0.439
2024-08-15,direct,(none),DE,tablet,60,50,30,35,0.588,177.7,250,1,116.81,0.4
2024-08-16,google,organic,US,desktop,1357,1060,613,779,0.574,172.9,4872,46,6570.27,0.396
2024-08-16,google,organic,US,mobile,3450,2755,2005,2054,0.595,157.5,13641,118,15101.69,0.345
2024-08-16,google,organic,US,tablet,561,463,311,355,0.634,149.9,2064,17,2236.9,0.403
2024-08-16,direct,(none),US,desktop,984,813,600,737,0.749,190.8,3472,38,4830.68,0.251
2024-08-16,direct,(none),US,mobile,1892,1460,962,1366,0.722,162.8,8129,85,14119.68,0.275
2024-08-16,direct,(none),US,tablet,383,292,202,272,0.713,152.4,1413,15,2757.09,0.297
2024-08-16,newsletter,email,US,desktop,516,436,288,292,0.567,133.0,1742,26,4059.45,0.446
2024-08-16,newsletter,email,US,mobile,515,421,302,272,0.529,190.0,2161,28,4299.55,0.501
2024-08-16,newsletter,email,US,tablet,145,118,85,83,0.579,190.6,503,6,993.31,0.398
2024-08-16,google,organic,UK,desktop,985,817,627,548,0.556,233.4,3549,32,4546.41,0.499
2024-08-16,google,organic,UK,mobile,1451,1147,753,883,0.609,215.6,5327,36,4443.0,0.342
2024-08-16,google,organic,UK,tablet,281,232,145,170,0.608,172.6,1054,8,1107.16,0.463
2024-08-16,referral,referral,FR,desktop,293,243,140,158,0.54,172.7,973,5,545.27,0.442
2024-08-16,referral,referral,FR,mobile,596,489,374,352,0.591,162.7,2213,11,1194.34,0.377
2024-08-16,referral,referral,FR,tablet,78,63,42,43,0.557,178.4,313,1,122.25,0.378
2024-08-16,direct,(none),DE,desktop,233,190,118,137,0.589,192.5,941,4,504.12,0.396
