date,campaign_id,campaign_name,objective,placement,market,device,impressions,reach,clicks,link_clicks,cost,purchases,purchase_value,add_to_cart,landing_page_views,frequency
2024-07-29,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4298,1700,200,123,81.9,5.1,728.94,15,107,2.53
2024-07-29,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,10123,3661,338,230,201.96,10.4,1670.32,45,179,2.76
2024-07-29,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4774,3360,92,59,44.15,1.0,105.17,5,50,1.42
2024-07-29,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,16501,10102,255,210,139.55,3.3,421.18,14,181,1.63
2024-07-29,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5866,4543,227,130,34.65,1.2,109.76,4,112,1.29
2024-07-29,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,14269,10299,548,313,88.94,2.4,213.81,8,291,1.39
2024-07-29,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2313,1460,63,42,34.62,1.0,102.18,2,35,1.58
2024-07-29,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8997,6257,234,147,124.67,4.8,651.04,18,115,1.44
2024-07-29,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2453,1607,32,22,23.45,0.3,32.4,0,18,1.53
2024-07-29,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9019,6630,145,97,66.5,1.3,146.87,3,83,1.36
2024-07-30,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,4974,2574,106,66,60.38,1.7,162.52,5,48,1.93
2024-07-30,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,21749,15077,600,389,271.68,7.7,1118.35,19,310,1.44
2024-07-30,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,2609,1016,106,69,55.43,3.3,498.09,12,58,2.57
2024-07-30,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,11882,4651,383,300,212.89,11.3,1841.83,37,262,2.55
2024-07-30,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4926,3301,86,62,39.91,1.3,158.24,5,53,1.49
2024-07-30,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,9320,6625,170,123,97.9,2.8,374.7,8,103,1.41
2024-07-30,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4835,3710,119,86,31.52,0.7,76.91,2,70,1.3
2024-07-30,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,17165,12325,621,430,99.01,3.8,357.34,13,366,1.39
2024-07-30,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2056,1405,47,39,35.89,1.1,150.06,3,28,1.46
2024-07-30,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7824,4930,243,169,109.73,4.2,475.99,15,147,1.59
2024-07-30,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2654,1827,39,29,22.89,0.4,37.06,1,24,1.45
2024-07-30,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8942,6195,146,97,75.15,1.2,131.56,4,79,1.44
2024-07-31,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8685,4742,211,131,101.42,3.2,439.1,7,117,1.83
2024-07-31,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,27428,14954,451,374,326.33,7.5,932.87,24,302,1.83
2024-07-31,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3885,1656,163,102,69.86,5.9,964.7,21,84,2.35
2024-07-31,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,12799,5338,445,345,237.92,15.1,2365.72,50,290,2.4
2024-07-31,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5191,2965,92,60,45.2,1.1,121.98,3,48,1.75
2024-07-31,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,19114,12605,282,218,160.91,4.7,588.49,16,179,1.52
2024-07-31,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,6172,4464,157,112,33.98,1.0,106.91,3,90,1.38
2024-07-31,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,14276,11782,369,324,87.0,2.3,220.62,4,256,1.21
2024-07-31,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2815,1666,90,58,39.53,1.7,213.62,3,45,1.69
2024-07-31,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7512,4894,201,123,111.65,4.1,550.96,16,101,1.53
2024-07-31,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3410,2339,56,38,27.68,0.5,57.12,2,31,1.46
2024-07-31,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9480,6937,170,118,81.43,2.1,249.89,7,95,1.37
2024-08-01,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7433,4591,150,109,91.02,2.6,373.32,7,100,1.62
2024-08-01,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,24086,12616,513,345,271.72,7.2,874.84,27,289,1.91
2024-08-01,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3340,1478,122,73,63.44,2.8,342.17,10,61,2.26
2024-08-01,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,12847,5045,509,296,223.98,11.0,1708.72,42,242,2.55
2024-08-01,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3855,2616,76,47,40.35,0.8,82.2,3,38,1.47
2024-08-01,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,13478,8022,261,209,131.32,4.1,521.24,14,184,1.68
2024-08-01,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,6594,4449,147,111,34.1,0.9,103.86,3,94,1.48
2024-08-01,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,18522,15730,603,354,107.8,2.9,334.79,11,291,1.18
2024-08-01,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2890,2035,123,75,37.02,2.3,273.17,9,67,1.42
2024-08-01,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8168,6176,175,130,135.32,3.2,410.35,10,121,1.32
2024-08-01,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3769,2327,67,47,30.14,0.5,56.5,1,40,1.62
2024-08-01,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9239,6333,138,89,74.38,1.3,151.89,5,71,1.46
2024-08-02,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7201,4172,162,117,88.95,2.4,294.28,9,97,1.73
2024-08-02,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,19467,10880,567,324,291.42,8.0,1038.6,30,257,1.79
2024-08-02,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4111,1394,129,94,69.53,3.7,579.86,13,84,2.95
2024-08-02,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,16028,6853,668,455,248.68,23.4,3467.97,70,380,2.34
2024-08-02,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4538,2791,78,62,40.68,1.1,125.81,3,53,1.63
2024-08-02,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11926,6806,246,173,128.96,2.8,338.2,9,142,1.75
2024-08-02,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4411,3506,150,94,26.36,0.9,80.93,3,76,1.26
2024-08-02,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,13683,9696,456,263,78.58,2.2,213.06,9,228,1.41
2024-08-02,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1969,1285,48,35,32.7,1.1,143.19,4,28,1.53
2024-08-02,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7955,5603,193,122,121.53,2.8,354.26,9,110,1.42
2024-08-02,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2632,1960,56,31,23.39,0.4,47.07,1,26,1.34
2024-08-02,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8595,6119,130,78,74.19,0.9,100.05,3,65,1.4
2024-08-03,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,4657,2776,94,61,63.34,1.3,152.19,4,53,1.68
2024-08-03,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,16342,8749,399,274,198.33,6.5,883.21,25,233,1.87
2024-08-03,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,2986,1162,125,88,51.27,4.3,628.07,15,80,2.57
2024-08-03,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,11960,5013,511,336,188.57,13.0,1822.24,50,299,2.39
2024-08-03,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,2921,1712,50,37,34.62,0.6,73.93,1,34,1.71
2024-08-03,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,12064,8325,246,146,121.87,2.5,326.93,9,124,1.45
2024-08-03,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3548,2688,106,78,21.09,0.6,60.22,2,63,1.32
2024-08-03,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,9084,7953,302,205,58.18,1.3,125.0,4,169,1.14
2024-08-03,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1842,1248,43,30,27.7,1.0,141.85,2,26,1.48
2024-08-03,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,5584,3894,130,82,85.4,2.0,222.23,5,71,1.43
2024-08-03,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2171,1471,32,22,18.73,0.3,33.92,0,19,1.47
2024-08-03,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8493,5502,144,94,62.4,1.1,108.21,3,83,1.54
2024-08-04,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,3776,1981,76,51,55.09,1.5,175.62,5,42,1.91
2024-08-04,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,13846,7937,421,230,195.01,5.1,704.63,16,195,1.74
2024-08-04,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,2515,917,107,62,48.88,3.3,528.54,10,51,2.74
2024-08-04,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,6859,3038,244,183,135.2,9.0,1351.86,37,164,2.26
2024-08-04,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3225,1992,49,37,35.12,0.5,54.8,1,30,1.62
2024-08-04,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,8822,5651,150,101,87.94,1.6,187.84,6,84,1.56
2024-08-04,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3531,2848,92,62,24.22,0.6,57.65,2,55,1.24
2024-08-04,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,9716,7070,275,197,54.36,1.5,149.15,4,173,1.37
2024-08-04,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2236,1493,64,37,22.59,1.0,114.02,3,30,1.5
2024-08-04,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,4430,3221,119,68,65.18,2.0,244.72,6,59,1.38
2024-08-04,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2413,1674,36,25,17.85,0.4,45.98,1,21,1.44
2024-08-04,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,5678,4179,100,73,39.26,1.1,121.07,3,62,1.36
2024-08-05,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8244,4894,237,157,107.76,3.2,462.99,10,144,1.68
2024-08-05,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,17346,9484,523,293,247.84,5.6,802.3,15,236,1.83
2024-08-05,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3673,1465,136,90,69.46,4.3,679.48,17,83,2.51
2024-08-05,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,13481,5140,416,298,230.03,15.0,2227.66,42,234,2.62
2024-08-05,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4382,2511,102,57,46.39,1.0,118.67,2,47,1.74
2024-08-05,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,13883,9294,311,188,152.52,3.4,333.47,12,165,1.49
2024-08-05,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4660,3949,114,69,27.25,0.6,67.67,2,57,1.18
2024-08-05,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,14406,10285,494,297,91.33,2.3,211.65,7,255,1.4
2024-08-05,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2603,1675,64,44,31.58,1.2,168.25,4,35,1.55
2024-08-05,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,6821,4338,162,122,103.62,3.1,371.48,11,112,1.57
2024-08-05,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3143,2264,48,38,22.57,0.7,79.39,2,29,1.39
2024-08-05,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,10181,7174,146,101,80.06,1.4,159.7,4,79,1.42
2024-08-06,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,11350,6215,168,140,122.54,3.1,408.62,12,121,1.83
2024-08-06,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,24039,11924,517,394,271.96,8.7,1144.03,28,347,2.02
2024-08-06,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4791,1960,224,137,84.61,6.2,808.79,22,120,2.44
2024-08-06,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,8372,3464,278,204,154.5,9.0,1500.34,29,181,2.42
2024-08-06,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,4078,2548,81,54,41.69,1.0,95.35,2,46,1.6
2024-08-06,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11617,7292,192,138,104.51,2.6,337.19,7,113,1.59
2024-08-06,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,6173,4695,223,135,28.07,1.0,89.99,3,119,1.31
2024-08-06,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,15231,10735,413,282,94.03,2.7,265.75,7,231,1.42
2024-08-06,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2259,1622,56,41,32.77,0.9,115.26,3,35,1.39
2024-08-06,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7888,5095,244,163,101.83,4.8,584.56,12,145,1.55
2024-08-06,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3186,2309,60,37,27.3,0.7,86.87,2,29,1.38
2024-08-06,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,9168,6197,169,114,75.23,2.1,207.51,7,93,1.48
2024-08-07,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,5816,3657,127,85,71.24,2.1,240.07,8,72,1.59
2024-08-07,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,26031,16186,446,342,311.35,8.0,1162.88,25,299,1.61
2024-08-07,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3433,1303,107,73,62.91,3.6,413.26,15,63,2.63
2024-08-07,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,14533,6742,568,382,250.81,17.3,2820.79,67,355,2.16
2024-08-07,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5319,3375,118,72,47.04,1.1,132.09,4,60,1.58
2024-08-07,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,15453,8972,253,184,154.05,3.3,347.46,11,158,1.72
2024-08-07,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,5990,4388,180,133,37.39,1.0,119.4,3,119,1.37
2024-08-07,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,20155,15128,633,409,103.06,3.0,273.19,9,345,1.33
2024-08-07,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2551,1529,66,49,42.21,1.3,165.23,4,42,1.67
2024-08-07,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8164,5030,218,133,120.44,3.4,393.01,12,119,1.62
2024-08-07,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,3253,2267,47,36,26.08,0.5,57.14,1,30,1.43
2024-08-07,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,10207,6976,195,110,79.9,1.7,232.11,6,92,1.46
2024-08-08,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,7710,4652,163,105,82.47,2.2,290.28,9,88,1.66
2024-08-08,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,31415,17665,730,445,346.52,7.2,827.94,24,407,1.78
2024-08-08,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,5082,2248,208,148,79.12,5.9,989.6,23,133,2.26
2024-08-08,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,13422,5312,537,346,204.76,18.3,2364.26,72,277,2.53
2024-08-08,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5632,3765,87,68,50.97,1.2,135.1,4,59,1.5
2024-08-08,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,16932,10159,351,250,166.75,3.7,451.11,10,238,1.67
2024-08-08,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4960,3796,148,104,36.2,0.9,81.25,1,84,1.31
2024-08-08,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,11079,7441,321,190,76.3,1.7,148.65,5,156,1.49
2024-08-08,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,3281,2204,86,55,40.3,1.5,179.47,5,51,1.49
2024-08-08,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,8401,5350,191,149,105.38,5.3,643.82,17,127,1.57
2024-08-08,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,4472,3125,89,59,29.77,0.8,87.45,2,53,1.43
2024-08-08,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,8190,6608,109,77,70.94,1.4,161.89,5,66,1.24
2024-08-09,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8930,4702,219,122,104.82,2.4,289.98,9,104,1.9
2024-08-09,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,22559,13730,640,392,288.41,10.0,1245.05,37,336,1.64
2024-08-09,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,4356,1715,162,92,87.52,4.4,627.87,16,72,2.54
2024-08-09,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,16972,6910,718,434,260.56,19.8,3120.87,69,368,2.46
2024-08-09,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,5013,3621,92,60,46.73,1.0,118.5,3,48,1.38
2024-08-09,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,14177,8856,281,191,130.55,3.0,319.74,14,153,1.6
2024-08-09,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4583,3426,137,96,28.92,0.8,80.39,2,82,1.34
2024-08-09,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,17408,13407,633,385,104.22,3.7,318.02,14,337,1.3
2024-08-09,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2304,1416,59,38,33.07,1.2,137.15,4,32,1.63
2024-08-09,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,7862,5298,242,152,100.4,3.8,499.78,11,118,1.48
2024-08-09,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2649,1797,41,29,23.58,0.4,46.4,1,24,1.47
2024-08-09,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,10418,7976,178,119,72.09,1.7,181.25,7,96,1.31
2024-08-10,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,6015,3331,121,94,71.52,2.1,299.01,9,79,1.81
2024-08-10,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,13713,6984,270,192,209.33,4.7,561.58,19,165,1.96
2024-08-10,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3503,1475,146,100,61.45,4.3,640.86,15,80,2.37
2024-08-10,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,9581,3589,269,218,161.81,7.5,992.67,31,185,2.67
2024-08-10,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,3676,2287,77,47,36.8,0.9,120.09,3,38,1.61
2024-08-10,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,11117,6331,190,138,97.93,2.6,309.57,9,128,1.76
2024-08-10,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,4268,3699,130,81,25.68,0.6,70.28,2,69,1.15
2024-08-10,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,10141,8597,417,246,63.87,2.2,195.53,7,221,1.18
2024-08-10,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,2361,1660,56,40,29.75,1.3,137.53,4,31,1.42
2024-08-10,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,6588,4593,209,136,73.7,3.3,446.07,13,116,1.43
2024-08-10,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,2660,1801,41,26,23.03,0.4,47.91,1,22,1.48
2024-08-10,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,7974,5274,112,74,50.1,1.2,141.61,4,63,1.51
2024-08-11,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,4741,2313,108,72,63.62,1.4,188.35,5,60,2.05
2024-08-11,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,15859,8361,423,259,192.45,5.8,691.27,18,226,1.9
2024-08-11,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3733,1440,119,88,64.92,3.6,450.04,15,66,2.59
2024-08-11,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,mobile,9179,3951,399,261,145.77,10.4,1486.43,32,221,2.32
2024-08-11,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,desktop,2719,2007,50,35,30.73,0.7,86.38,2,30,1.35
2024-08-11,meta_conv_prospecting_uk_003,UK - Conversions - Prospecting,Conversions,Feed,UK,mobile,7531,4424,179,106,80.22,2.0,268.44,7,89,1.7
2024-08-11,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,desktop,3351,2689,118,77,20.06,0.6,61.86,3,61,1.25
2024-08-11,meta_traffic_awareness_fr_004,FR - Traffic - Awareness,Traffic,Stories,FR,mobile,10462,8200,306,214,54.11,1.6,161.82,5,184,1.28
2024-08-11,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,desktop,1827,1137,55,36,27.31,1.0,117.28,3,29,1.61
2024-08-11,meta_reels_conv_us_005,US - Reels - Conversions,Conversions,Reels,US,mobile,5426,3426,147,86,78.6,2.3,262.2,7,82,1.58
2024-08-11,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,desktop,1978,1434,29,21,15.31,0.3,37.47,1,16,1.38
2024-08-11,meta_conv_prospecting_de_006,DE - Conversions - Prospecting,Conversions,Feed,DE,mobile,6109,4345,112,76,46.18,1.1,144.49,4,66,1.41
2024-08-12,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,desktop,8730,5766,177,141,114.48,3.3,370.18,10,117,1.51
2024-08-12,meta_conv_prospecting_us_001,US - Conversions - Prospecting - LAL,Conversions,Feed,US,mobile,20921,10735,460,291,252.4,5.7,729.77,20,235,1.95
2024-08-12,meta_conv_retargeting_us_002,US - Conversions - Retargeting - DPA,Conversions,Feed,US,desktop,3446,1264,121,85,65.09,3.9,587.6,14,63,2.72
