date,campaign_id,campaign_name,campaign_type,market,device,impressions,clicks,cost,conversions,conversion_value,search_impression_share
2024-08-17,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2142,24,17.43,0.7,100.62,
2024-08-17,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,723,59,49.52,2.7,360.27,0.67
2024-08-17,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,925,73,73.38,4.7,606.98,0.74
2024-08-17,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,166,13,13.22,0.7,77.87,0.74
2024-08-17,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,852,52,33.98,2.8,334.66,0.71
2024-08-17,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,859,68,44.18,3.1,340.8,0.75
2024-08-17,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,125,10,8.39,0.4,43.69,0.57
2024-08-17,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,493,20,26.77,0.6,66.93,0.7
2024-08-17,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1049,34,54.26,1.0,111.17,0.77
2024-08-17,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,189,7,10.18,0.2,20.49,0.74
2024-08-17,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1460,26,31.49,0.7,86.19,
2024-08-17,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2091,46,45.0,1.2,169.67,
2024-08-17,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,457,9,8.88,0.3,37.94,
2024-08-17,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,9036,43,17.86,0.8,83.33,
2024-08-17,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,11451,58,25.7,0.7,65.73,
2024-08-17,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2200,10,4.99,0.2,22.52,
2024-08-18,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1357,99,95.58,5.7,872.99,0.86
2024-08-18,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1562,130,134.87,9.0,1316.28,0.67
2024-08-18,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,292,21,28.11,1.3,203.54,0.79
2024-08-18,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,636,25,70.03,0.5,62.11,0.64
2024-08-18,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1140,45,125.11,1.2,129.91,0.8
2024-08-18,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,216,7,23.92,0.2,24.28,0.68
2024-08-18,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,8337,73,63.69,2.4,314.98,
2024-08-18,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,7711,100,82.45,3.6,497.01,
2024-08-18,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1413,17,14.51,0.5,70.63,
2024-08-18,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,473,40,44.69,2.0,277.06,0.67
2024-08-18,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1188,80,72.11,4.5,459.83,0.62
2024-08-18,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,166,12,11.84,0.5,60.75,0.74
2024-08-18,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,550,43,30.21,2.0,216.25,0.7
2024-08-18,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,681,53,36.9,2.6,332.54,0.7
2024-08-18,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,161,13,9.37,0.6,72.9,0.8
2024-08-18,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,376,17,27.58,0.5,55.9,0.84
2024-08-18,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,605,27,41.87,0.8,91.94,0.73
2024-08-18,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,97,4,6.33,0.1,10.96,0.81
2024-08-18,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1129,22,28.59,0.6,85.81,
2024-08-18,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,1918,44,43.22,1.1,131.33,
2024-08-18,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,425,8,9.35,0.2,31.9,
2024-08-18,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,4765,26,11.93,0.5,54.74,
2024-08-18,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,8245,42,17.66,0.7,78.25,
2024-08-18,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1823,8,4.36,0.2,23.35,
2024-08-19,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1031,102,135.82,5.1,726.17,0.58
2024-08-19,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2196,175,218.4,9.7,1175.89,0.74
2024-08-19,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,478,40,45.59,1.9,285.58,0.7
2024-08-19,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1130,38,98.73,1.0,107.4,0.7
2024-08-19,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1646,68,169.93,1.5,170.36,0.66
2024-08-19,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,378,12,37.75,0.3,36.58,0.73
2024-08-19,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7980,99,78.14,3.0,463.86,
2024-08-19,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,9269,110,108.57,3.6,518.39,
2024-08-19,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2628,23,21.53,0.7,87.51,
2024-08-19,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,757,59,55.4,3.5,463.77,0.68
2024-08-19,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1353,111,107.0,6.7,873.12,0.67
2024-08-19,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,261,19,17.17,1.1,151.18,0.72
2024-08-19,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,918,61,43.55,2.4,237.24,0.68
2024-08-19,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1609,110,72.19,5.2,622.91,0.66
2024-08-19,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,273,17,13.91,0.7,88.17,0.71
2024-08-19,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,615,24,31.89,0.6,72.52,0.72
2024-08-19,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1241,55,80.3,1.9,264.75,0.74
2024-08-19,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,135,6,9.49,0.2,28.49,0.77
2024-08-19,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1838,38,46.43,0.7,94.09,
2024-08-19,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3938,77,78.12,1.9,303.96,
2024-08-19,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,689,14,14.93,0.4,58.75,
2024-08-19,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,9098,47,23.06,1.1,111.05,
2024-08-19,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14705,62,27.14,0.9,91.07,
2024-08-19,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2471,13,5.52,0.2,21.68,
2024-08-20,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1733,135,150.52,8.5,1041.06,0.58
2024-08-20,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1823,176,222.49,10.8,1668.7,0.71
2024-08-20,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,444,28,40.22,1.8,305.59,0.74
2024-08-20,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1404,49,130.29,1.2,118.45,0.65
2024-08-20,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1261,48,148.4,1.2,153.49,0.71
2024-08-20,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,340,12,35.55,0.3,37.97,0.7
2024-08-20,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,11234,120,91.12,4.2,562.98,
2024-08-20,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,11533,130,121.19,4.1,615.46,
2024-08-20,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2401,28,27.61,1.0,124.75,
2024-08-20,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,913,80,58.15,3.9,501.87,0.67
2024-08-20,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1855,121,111.09,7.0,805.62,0.67
2024-08-20,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,222,17,13.93,0.7,80.22,0.72
2024-08-20,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,579,48,40.66,1.9,228.24,0.76
2024-08-20,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1516,106,63.46,4.7,521.66,0.75
2024-08-20,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,254,18,11.31,0.8,83.34,0.77
2024-08-20,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,615,24,34.26,0.7,83.54,0.83
2024-08-20,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,766,32,61.38,1.0,129.76,0.87
2024-08-20,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,216,8,10.95,0.2,21.55,0.72
2024-08-20,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2369,46,52.34,1.2,180.08,
2024-08-20,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,1969,47,61.58,1.4,195.82,
2024-08-20,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,598,11,13.97,0.3,37.56,
2024-08-20,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,10866,47,22.82,0.8,78.52,
2024-08-20,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,13813,64,30.49,1.1,105.25,
2024-08-20,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3020,14,6.35,0.2,22.32,
2024-08-21,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1259,119,122.73,6.6,949.59,0.78
2024-08-21,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,3456,289,304.29,15.9,2206.13,0.68
2024-08-21,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,410,28,33.62,1.9,276.71,0.74
2024-08-21,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1055,38,102.74,0.8,93.25,0.67
2024-08-21,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1738,69,152.74,1.6,209.87,0.78
2024-08-21,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,227,10,26.29,0.3,35.91,0.73
2024-08-21,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7630,85,75.44,2.1,253.53,
2024-08-21,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14262,170,128.58,4.7,594.79,
2024-08-21,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2419,29,25.71,1.0,140.19,
2024-08-21,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,1170,84,76.63,3.9,489.6,0.78
2024-08-21,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1836,113,118.61,7.0,776.16,0.77
2024-08-21,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,261,17,17.83,1.1,126.24,0.68
2024-08-21,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,934,66,38.32,3.6,502.33,0.73
2024-08-21,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1469,108,77.57,4.7,548.94,0.75
2024-08-21,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,229,16,11.57,0.8,84.15,0.72
2024-08-21,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,682,31,53.52,0.9,115.39,0.78
2024-08-21,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1928,67,81.21,2.3,281.13,0.68
2024-08-21,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,203,7,10.57,0.3,37.43,0.72
2024-08-21,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1735,38,46.6,1.2,159.52,
2024-08-21,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2903,55,65.96,1.5,216.7,
2024-08-21,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,699,15,13.61,0.4,59.17,
2024-08-21,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7927,45,23.79,0.9,110.43,
2024-08-21,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14347,78,35.4,1.5,160.92,
2024-08-21,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3061,14,6.52,0.3,33.15,
2024-08-22,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,2223,168,169.59,10.1,1597.76,0.74
2024-08-22,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2940,208,221.88,13.0,1679.29,0.69
2024-08-22,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,409,38,41.23,2.6,329.61,0.67
2024-08-22,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,796,30,79.03,0.7,87.1,0.63
2024-08-22,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1997,70,187.52,1.7,183.25,0.65
2024-08-22,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,284,11,34.73,0.3,36.41,0.62
2024-08-22,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6483,93,79.03,3.2,485.09,
2024-08-22,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14332,174,137.55,5.7,711.69,
2024-08-22,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1866,26,22.26,0.6,88.81,
2024-08-22,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,834,70,57.99,4.2,600.8,0.77
2024-08-22,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1720,127,128.06,7.3,1043.4,0.68
2024-08-22,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,303,18,17.21,1.0,110.38,0.72
2024-08-22,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,880,72,48.08,2.7,340.09,0.76
2024-08-22,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,877,61,54.36,2.5,255.14,0.71
2024-08-22,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,250,17,12.26,0.8,89.15,0.61
2024-08-22,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,893,37,42.78,1.0,126.63,0.8
2024-08-22,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,940,36,60.66,1.3,157.75,0.67
2024-08-22,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,245,9,13.47,0.3,37.37,0.8
2024-08-22,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1411,30,33.45,0.9,139.2,
2024-08-22,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2926,62,67.84,1.8,244.13,
2024-08-22,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,639,12,13.22,0.3,46.55,
2024-08-22,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,5580,28,13.36,0.4,45.09,
2024-08-22,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,20413,75,36.18,1.6,165.61,
2024-08-22,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2849,13,6.74,0.3,31.98,
2024-08-23,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1029,76,102.36,4.1,575.33,0.74
2024-08-23,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2410,167,212.59,9.1,1307.26,0.83
2024-08-23,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,348,28,38.39,1.6,227.42,0.71
2024-08-23,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,992,36,116.87,1.0,110.74,0.7
2024-08-23,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1600,54,156.36,1.5,166.59,0.72
2024-08-23,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,353,15,33.7,0.4,40.22,0.73
2024-08-23,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7354,97,82.06,3.4,469.94,
2024-08-23,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,11322,160,135.37,4.2,573.33,
2024-08-23,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2275,25,23.53,0.6,82.02,
2024-08-23,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,931,61,67.59,3.8,587.56,0.7
2024-08-23,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1264,95,86.83,5.6,693.56,0.81
2024-08-23,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,240,20,16.18,0.8,102.3,0.9
2024-08-23,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,1005,70,43.53,3.1,361.08,0.76
2024-08-23,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1017,73,59.96,3.6,393.2,0.79
2024-08-23,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,252,16,12.07,0.6,72.8,0.69
2024-08-23,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,630,27,39.12,0.7,86.68,0.72
2024-08-23,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,991,41,52.74,1.1,149.12,0.78
2024-08-23,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,176,7,13.53,0.2,23.83,0.86
2024-08-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2358,49,53.97,1.6,221.36,
2024-08-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2579,52,63.1,1.5,195.98,
2024-08-23,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,366,8,9.89,0.2,31.22,
2024-08-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,9866,49,19.95,0.9,105.1,
2024-08-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,10027,60,31.06,1.1,133.1,
2024-08-23,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1810,10,5.44,0.2,21.97,
2024-08-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,773,58,65.99,3.1,453.9,0.7
2024-08-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1804,134,144.76,9.1,1249.72,0.69
2024-08-24,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,263,22,27.61,0.8,125.48,0.8
2024-08-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,837,28,71.48,0.6,73.29,0.61
2024-08-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1070,34,111.28,1.0,123.41,0.62
2024-08-24,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,269,9,25.15,0.2,24.91,0.76
2024-08-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7633,79,70.01,2.4,400.28,
2024-08-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,7239,99,104.77,3.3,456.24,
2024-08-24,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1996,24,17.45,0.9,115.67,
2024-08-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,718,49,51.5,2.5,298.53,0.67
2024-08-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,875,75,65.2,3.7,485.87,0.69
2024-08-24,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,171,14,16.0,0.8,102.08,0.65
2024-08-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,830,62,40.34,3.1,340.66,0.78
2024-08-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1019,68,56.12,2.6,286.91,0.73
2024-08-24,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,229,13,9.41,0.6,79.89,0.75
2024-08-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,528,22,35.11,0.7,90.27,0.7
2024-08-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,751,31,46.5,0.9,115.33,0.75
2024-08-24,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,148,6,10.28,0.2,24.31,0.72
2024-08-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,985,20,25.51,0.6,93.18,
2024-08-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2022,40,47.52,1.1,144.49,
2024-08-24,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,467,10,11.22,0.2,30.64,
2024-08-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8185,40,18.42,0.8,104.11,
2024-08-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,9022,41,20.27,0.7,75.47,
2024-08-24,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2030,9,4.43,0.2,18.84,
2024-08-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1146,81,94.41,5.0,634.7,0.72
2024-08-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1267,92,115.54,5.2,771.73,0.68
2024-08-25,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,282,24,25.16,1.7,301.56,0.73
2024-08-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,819,33,77.64,0.9,103.82,0.79
2024-08-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1090,40,108.06,0.9,116.83,0.66
2024-08-25,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,159,6,17.71,0.1,10.71,0.69
2024-08-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6592,70,52.99,2.8,351.98,
2024-08-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,8525,98,80.36,3.4,493.82,
2024-08-25,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1404,19,14.64,0.6,92.21,
2024-08-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,357,32,31.09,1.7,217.01,0.74
2024-08-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,924,67,62.39,3.4,485.45,0.75
2024-08-25,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,164,12,12.53,0.6,74.24,0.72
2024-08-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,557,37,24.77,2.1,187.91,0.71
2024-08-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,996,75,53.82,3.4,370.13,0.59
2024-08-25,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,186,12,8.31,0.5,65.53,0.86
2024-08-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,566,20,29.11,0.6,85.7,0.71
2024-08-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,432,19,31.86,0.5,63.38,0.75
2024-08-25,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,113,5,8.04,0.1,11.01,0.6
2024-08-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1338,27,32.67,0.7,93.85,
2024-08-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2284,36,38.83,0.9,122.87,
2024-08-25,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,324,7,8.7,0.2,30.37,
2024-08-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7317,33,14.99,0.6,74.87,
2024-08-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,10148,43,23.21,0.7,82.27,
2024-08-25,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1602,8,4.18,0.1,10.81,
2024-08-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1184,104,111.39,6.9,1029.55,0.62
2024-08-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2169,194,205.27,10.8,1429.98,0.72
2024-08-26,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,350,26,36.0,1.3,156.03,0.72
2024-08-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1072,42,101.84,1.1,131.7,0.8
2024-08-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,2295,72,185.24,2.0,247.61,0.73
2024-08-26,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,278,9,28.03,0.2,26.78,0.68
2024-08-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6594,87,66.44,2.9,387.46,
2024-08-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,12293,135,120.84,4.5,571.96,
2024-08-26,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2251,26,20.88,0.8,110.03,
2024-08-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,568,41,36.52,2.7,320.67,0.73
2024-08-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1885,147,121.43,7.3,910.69,0.67
2024-08-26,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,172,14,17.08,0.9,121.61,0.63
2024-08-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,921,59,45.75,3.0,364.44,0.83
2024-08-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1541,104,65.2,5.5,539.98,0.6
2024-08-26,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,256,18,12.61,0.9,98.92,0.61
2024-08-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,1118,40,54.4,1.4,169.62,0.72
2024-08-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1112,43,72.62,1.5,155.46,0.76
2024-08-26,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,147,6,11.22,0.2,26.33,0.77
2024-08-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2469,47,47.04,1.3,181.4,
2024-08-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,4112,85,74.82,2.3,300.4,
2024-08-26,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,781,10,11.37,0.3,39.06,
2024-08-26,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,11446,56,23.24,1.2,142.5,
